#;Núm. da RI;Ordem;Equipam.;TAG (Campo);Local Instalação;Data Máx. RI;Desc. Componente;Desc. Problema;Texto descritivo da RI
1;20043998;;;;SUA.GLP.PIER01;42973;;;Conteúdo da notaPrio.: CCANCELADANenhuma ação existenteNenhuma medida existenteNenh.item existente
489;20098953;;10387016;LINTER GLP EMED;NES.TA.SUAPE   .LINPROD.GLP_INT;46347;LINHA-FLANGE;PROCESSO CORROSIVO;Conteúdo da notaPrio.: DSUBSTITUIR ESTOJOS - FLANGENenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOSubstituir os estojos com perda de espessura por corrosão atmosférica daunião flangeada da tubulação localizada próximo a MOV-525.Estojos e porcas deverão ser revestidos com Zinco-Níquel conforme ASTM B841, classe 1, tipo B/E, grau 5 a 8.Estojos e porcas deverão serrevestidos com Zinco-Níquel conforme ASTM B 841, classe 1, tipo B/E,grau 5 a 8.ParteObjet LINHA-FLANGE
490;20098977;;10303640;LINEXT UTILIDADES;NES.TA.SUAPE   .UTIL   .EXT;46347;DANIFICADA;DANIFICADA;Conteúdo da notaPrio.: DDANIFICADANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: DANIFICADARepintar o tag da tubulação em todos os locais onde a identificação dotag atual estiver apagando ou danificado, conforme exemplo mostrado nasfotos 43 e 44 do anexo fotográfico do relatório de inspeção número60094465.ParteObjet DANIFICADA
491;20106535;;10328824;LINTER OC SCRAPER 2;NES.TA.SUAPE   .LINPROD.ESC_INT;46347;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CREP PINTURA TOMADA PSV-4708-05018Ação  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOITEM 01) Tratar e pintar as regiões dispersas com corrosão atmosféricaalveolar, por placas e por frestas de intensidade modera a severa natomada da PSV-4708-05018, incluindo flanges estojos e porcas;ITEM 02) Tratar e pintar a PSV, válvulas e a sua linha1""-OC-4708.05-035-Ba de descarga;ITEM 03) Instalar fita anticorrosiva do tipo Torofita entre flangeshorizontais.Nota: Tratamento e pintura conforme esquema de pintura condição 4 e item3.2 da norma N-442.REFERÊNCIA: tomada da PSV-4708-05018 da linha de 24""-OC-4708.05-031-Cado trecho de sucção da bomba de OCREF do pátio de bombas do SCRAPER 2.Ver fotos 05 e 06 do RF 6010914.ParteObjet LINHA-TUBULAÇÃO"
492;20106707;;10328824;LINTER OC SCRAPER 2;NES.TA.SUAPE   .LINPROD.ESC_INT;46347;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CENCAPSULAR TOMADA PSV-4708-05014Ação  ReparoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOITEM 01) Projetar e instalar encapsulamento através de soldagem natomada da PSV;ITEM 02) Tratar e pintar encapsulamento e regiões adjacentes datubulação principal conforme esquema de pintura condição 4 e item 3.2 danorma N-442.NOTAS:- Realizar encapsulamento da tomada e preencher com epóxi, conformedetermina o item 4.5.2.8 da norma N-2737;- Controle de qualidade seguir os itens 4.5.3 e 4.6 da norma PetrobrasN-2737 rev. B;- Soldagem conforme Norma Petrobras N-133 e IEIS específica;- Material conforme Norma Petrobras N-76, padrão Ba;- Fabricação, montagem e controle de qualidade conforme Norma PetrobrasN-115;- Dimensões do encapsulamento: conforme projeto específico.DADOS DA LINHA PRINCIPAL:- Tubulação diâmetro 24"" em aço API 5L Gr. X60 PSL 2 com costura, esp.nom. 7,9mm, classe de pressão 300#, PMOA 34 kgf/cm2;REFERÊNCIA: tomada da PSV-4708-05014 da linha de 24""-OC-4708.05-001-C1do trecho elevado localizada em frente ao pátio de bombas do SCRAPER 2.Ver fotos 01, 02, 03 e 04 do RF 60109146.ParteObjet LINHA-TUBULAÇÃO"
493;20106710;;10328824;LINTER OC SCRAPER 2;NES.TA.SUAPE   .LINPROD.ESC_INT;46347;LINHA-VENT;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CREP PINTURA 2 VENTs TRECHO SUPERIORAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOTratar e pintar os 2 vents do trecho superior da LINTER OCREF, em frenteà casa de bombas, que estão apresentando regiões dispersas com corrosãoatmosférica alveolar de intensidade moderada.NOTA: tratamento e pintura conforme esquema de pintura condição 4 e item3.2 da norma N-442.REFERÊNCIA: Vents das linhas 24""-OC-4708.05-007-C1 e24""-OC-4708.05-001-C1. Ver fotos 07 e 08 do RF 6010914.ParteObjet LINHA-VENT"
494;20107515;;10320139;"46"" PE RNEST";NES.TA.SUAPE   .ESDUTOS.DUTO_PET;46347;TRECHO AÉREO DUTO-REGIÃO DE AFLORAMENTO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CTRATAR CORROSÃO E RECOMPOR REVESTIMENTONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO[Área do Scraper 1 - RNEST]Foram identificados danos no revestimento em dois locais —aparentemente decorrentes de avaria de origem mecânica — nos quais osubstrato metálico está exposto e apresenta processos corrosivosatmosféricos ativos, conforme descrito a seguir:1. A cerca de 9 m do afloramento do duto, na parte superior, onde se   observam avarias mecânicas pontuais, próximas entre si.2. Na interface revestido/pintado, nas proximidades da junta de   isolamento elétrico, onde há um rasgo transversal entre as posições   de aproximadamente 9 h a 12 h, com descolamento do revestimento no   entorno da falha.Recomenda-se a remoção do revestimento solto e ao redor das regiõesafetadas, seguida do tratamento superficial e da recomposição dorevestimento utilizando fita polimérica (""Torofita"").Seguir as condições fixadas na norma PETROBRAS N-2238.ParteObjet TRECHO AÉREO DUTO-REGIÃO DE AFLORAMENTO"
495;20107516;;10320139;"46"" PE RNEST";NES.TA.SUAPE   .ESDUTOS.DUTO_PET;46347;PINTURA-TRECHO ÁEREO DO DUTO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CTRATAR E PINTAR PROCESSOS CORROSIVOSNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO[Área do Scraper 2 - TA Suape | Duto]Efetuar tratamento superficial e pintura nos locais abaixo indicados,onde foram identificados processos corrosivos ativos:1. Derivação de tomada do instrumento PIT-4708.04005, junto à válvula de   bloqueio da câmara de pig XV-4708.04002;2. Suportes e acessórios da válvula do duto XV-4708.04001;3. Região de solda do olhal de conexão do cabo elétrico do SPC, no lado   da derivação do duto;4. Entorno da interface pintado/revestido, nas proximidades da junta de   isolamento elétrico.Seguir esquema de pintura da ""Condição 3"" da PETROBRAS N-442 e demaisrequisitos previstos nesta norma.ParteObjet PINTURA-TRECHO ÁEREO DO DUTO"
496;20107518;;10320139;"46"" PE RNEST";NES.TA.SUAPE   .ESDUTOS.DUTO_PET;46347;LANÇ/RECEB PIG 01-PINTURA CANHÃO/ACESSÓ.;PINTURA LEVEMENTE DANIFICADA;"Conteúdo da notaPrio.: CTRATAR E PINTAR PROCESSOS CORROSIVOSNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PINTURA LEVEMENTE DANIFICADA[Área do Scraper 2 - TA Suape | Canhão de Pig]Efetuar tratamento superficial e pintura nos locais abaixo indicados,onde foram identificados processos corrosivos ativos:1. Acessórios da tampa do canhão;2. Flanges e estojos/porcas na derivação para a válvula de bypass   XV-4708.04003;3. Válvula de bypass XV-4708.04003: corpo, acessórios, flanges e   estojos/porcas;4. Trechos sem isolamento térmico da linha de drenagem do canhão:   tomadas, extremidade, válvulas, flanges e estojos/porcas;5. Trechos sem isolamento térmico da linha de equalização do canhão (tag   2""-PE-4708.04-046-C1-PP): tomada no canhão, válvulas, flanges e   estojos/porcas;6. Pontos dispersos nas tomadas e linha coletora dos vents;7. Tomada do instrumento PI-4708.04003;8. Válvula de alívio PSV-4708.04004: corpo e capuz;9. Tomada da válvula de alívio PSV-4708.04004 e pontos dispersos na   linha de descarga;10. Válvula de bloqueio da câmara de pig XV-4708.04002: corpo,    acessórios, flanges e estojos/porcas;11. Chapas de base dos suportes do canhão e do topo dos apoios de    concreto.Seguir esquema de pintura da ""Condição 3"" da PETROBRAS N-442 e demaisrequisitos previstos nesta norma.ParteObjet LANÇ/RECEB PIG 01-PINTURA CANHÃO/ACESSÓ."
497;20107520;;10320139;"46"" PE RNEST";NES.TA.SUAPE   .ESDUTOS.DUTO_PET;46347;LANÇ/RECEB PIG 01-TAMPA DO CANHÃO;NÃO ATENDE A NORMA;Conteúdo da notaPrio.: CDEMARCAR RAIO DE ATUAÇÃO DA TAMPANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: NÃO ATENDE A NORMA[Área do Scraper 2 - TA Suape]Verificou-se a ausência da faixa de demarcação do raio de atuação datampa do canhão LP-4708.0401, em desacordo com o estabelecido na ABNTNBR 16381.Recomenda-se efetuar esta demarcação com uma faixa amarela aplicadadiretamente sobre as grades de piso da bacia, por meio de pintura ououtro método que proporcione boa visibilidade e durabilidade.ParteObjet LANÇ/RECEB PIG 01-TAMPA DO CANHÃO
498;20107521;;10320139;"46"" PE RNEST";NES.TA.SUAPE   .ESDUTOS.DUTO_PET;46347;LANÇ/RECEB PIG 01-TAMPA DO CANHÃO;NÃO ATENDE A NORMA;Conteúdo da notaPrio.: CDEMARCAR RAIO DE ATUAÇÃO DA TAMPANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: NÃO ATENDE A NORMA[Área do Scraper 1 - RNEST]Verificou-se a ausência da faixa de demarcação do raio de atuação datampa do canhão RP-4708.0402, em desacordo com o estabelecido na ABNTNBR 16381.Recomenda-se efetuar esta demarcação com uma faixa amarela aplicadadiretamente sobre as grades de piso da bacia, por meio de pintura ououtro método que proporcione boa visibilidade e durabilidade.ParteObjet LANÇ/RECEB PIG 01-TAMPA DO CANHÃO
499;20107523;;10320139;"46"" PE RNEST";NES.TA.SUAPE   .ESDUTOS.DUTO_PET;46347;LANÇ/RECEB PIG 01-PLACA DE IDENTIFICAÇÃO;INEXISTENTE;Conteúdo da notaPrio.: CINSTALAR PLACA IDENTIFICAÇÃO DO CANHÃONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: INEXISTENTE[Área do Scraper 1 - RNEST]A placa de identificação contendo os dados previstos na ABNT NBR 16381não está presente no canhão de pig RP-4708.0402.Recomenda-se a confecção e instalação dessa placa, em aço inoxidável oualumínio anodizado, conforme modelo apresentado no Anexo 2 do relatóriode inspeção nº 60107131, também disponível anexado a esta nota RI noSAP.ParteObjet LANÇ/RECEB PIG 01-PLACA DE IDENTIFICAÇÃO
500;20098922;;10303640;LINEXT UTILIDADES;NES.TA.SUAPE   .UTIL   .EXT;46350;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CPROCESSO CORROSIVONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOExecutar tratamento de superfície e pintura nos locais onde apresentaprocesso corrosivo, no trecho da linha 6""-AD-510001-Aa, conformedetalhamento abaixo:- Região junto ao suporte STP-86, incluindo tubulação, suportes e selas;- Região entre suporte STP-87 e o loop 12, incluindo tubulação, suportese selas, conforme ilustra foto 23 do anexo fotográfico do relatório deinspeção número 60094465;- Região junto ao suporte STP-87, incluindo tubulação, suportes e selas;Obs.: Se houve necessidade, substituir vergalhão, chapas ou sela que nãopossam mais ser recuperadas.Realizar serviço conforme Norma Petrobras N-0442 e N-1758.ParteObjet LINHA-TUBULAÇÃO"
501;20098924;;10303640;LINEXT UTILIDADES;NES.TA.SUAPE   .UTIL   .EXT;46350;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CPROCESSO CORROSIVONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOExecutar tratamento de superfície e pintura nos locais onde apresentaprocesso corrosivo, no trecho da linha 6""-AD-510001-Aa, conformedetalhamento abaixo:- Região junto ao suporte STP-88, incluindo tubulação, suportes e selas;- Região entre suporte STP-88 e STP-89, na geratriz inferior, próximo àsolda circunferencial, incluindo tubulação, suportes e selas;- Região junto ao suporte STP-89, incluindo tubulação, suportes e selas;- Região junto ao suporte STP-90, incluindo tubulação, suportes e selas;Obs.: Se houve necessidade, substituir vergalhão, chapas ou sela que nãopossam mais ser recuperadas.Realizar serviço conforme Norma Petrobras N-0442 e N-1758.ParteObjet LINHA-TUBULAÇÃO"
502;20098907;;10303640;LINEXT UTILIDADES;NES.TA.SUAPE   .UTIL   .EXT;46351;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: CPROCESSO CORROSIVONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOExecutar tratamento de superfície e pintura nos locais onde apresentaprocesso corrosivo, no trecho da linha 6""-AD-510001-Aa, conformedetalhamento abaixo:- Região junto ao suporte STP-59, incluindo tubulação, suportes e selas;- Região junto ao suporte STP-60, incluindo tubulação, suportes e selas;- Trecho localizado na região da curva do loop 10, incluindo tubulação,suportes e selas;- Região junto ao suporte STP-61, incluindo tubulação, suportes e selas;- Região junto ao suporte STP-62, incluindo tubulação, suportes e selas;- Região junto ao suporte STP-63, incluindo tubulação, suportes e selas;Obs.: Se houve necessidade, substituir vergalhão, chapas ou sela que nãopossam mais ser recuperadas.Realizar serviço conforme Norma Petrobras N-0442 e N-1758.ParteObjet LINHA-TUBULAÇÃO"
503;20099338;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;INEXISTENTE;INEXISTENTE;"Conteúdo da notaPrio.: DIdentificação de tubulaçõesNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: INEXISTENTEPintar tag nas tubulações de SCI que não possuem identificação em campo,conforme detalhamento abaixo:- Pintar tag da linha de 6"" usada para injeção de água das esferas, quevai para a esfera 01;- Pintar tag da linha de 6"" usada para injeção de água das esferas, quevai para a esfera 02;- Pintar tag da linha de 6"" usada para injeção de água das esferas, quevai para a esfera 03;- Pintar tag na linha de 8"" usada para injeção de água das esferas, quevai para a esfera 04;- Pintar tag na linha de 8"" usada para injeção de água das esferas, quevai para a esfera 05;- Pintar tag no trecho horizontal da linha que vai para o anel deresfriamento da esfera 01, conforme indicado na foto 63 do anexofotográfico do relatório de inspeção nº 60094462;- Pintar tag no trecho horizontal da linha que vai para o anel deresfriamento da esfera 02, conforme indicado na foto 58 do anexofotográfico do relatório de inspeção nº 60094462;- Pintar tag no trecho horizontal da linha que vai para o anel deresfriamento da esfera 04 conforme indicado na foto 54 do anexofotográfico do relatório de inspeção nº 60094462;- Pintar tag na linha localizada dentro da área das esferas, conformeindicado na foto 65 do anexo fotográfico do relatório de inspeção nº60094462);- Pintar tag na linha de 6"" localizada próxima do TQ-631307, conformeindicado na foto 105 do anexo fotográfico do relatório de inspeção nº60094462;- Pintar tag na linha de 8"" localizada próxima do TQ-631310, conformeindicado na foto 106 do anexo fotográfico do relatório de inspeção nº60094462;- Pintar tag na linha de 6"" do hidrante localizado próxima da plataformade carregamento, conforme indicado na foto 123 do anexo fotográfico dorelatório de inspeção nº 60094462;- Pintar tag no trecho horizontal da linha de 3"" localizada dentro dabacia do TQ-631310, conforme indicado na foto 142 do anexo fotográficodo relatório de inspeção nº 60094462;- Pintar tag nas linhas localizadas dentro e por trás do pátio de bombasde água.A identificação deverá ser pintada em local de fácil visualização e ostags serão definidos de acordo com o desenho DE-4450.10-5420-944-PET-001e normas N-1522 e N-1710, na ausência de identificação de alguma linhano desenho citado.ParteObjet INEXISTENTE"
504;20099359;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;PINTURA-TUBULAÇÃO;PINTURA LEVEMENTE DANIFICADA;"Conteúdo da notaPrio.: DPinturaNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PINTURA LEVEMENTE DANIFICADAExecutar tratamento de superfície e pintura na linha de 6"" de injeção deágua que vai para a esfera 01, a qual apresenta pintura calcinada e comfalhas, conforme visto na foto 44 do anexo fotográfico do relatório deinspeção nº 60094462.Realizar serviço conforme Norma Petrobras N-0442.ParteObjet PINTURA-TUBULAÇÃO"
505;20099361;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;PINTURA-TUBULAÇÃO;PINTURA LEVEMENTE DANIFICADA;"Conteúdo da notaPrio.: DPintura tubulaçãoNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PINTURA LEVEMENTE DANIFICADAExecutar tratamento de superfície e pintura na linha de 8"" de injeção deágua que vai para a esfera 04, a qual apresenta-se com pintura calcinadae com falhas.Realizar serviço conforme Norma Petrobras N-0442.ParteObjet PINTURA-TUBULAÇÃO"
506;20099372;52653336;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-TUBULAÇÃO;OUTROS;"Conteúdo da notaPrio.: DRebaixamento do soloNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSPromover a rebaixamento do solo para que a linha de 8"" não fique emcontato direto com a terra, no trecho localizado próximo ao TQ-631307,conforme ilustram as fotos 110 e 111 do anexo fotográfico do relatóriode inspeção nº 60094462.ParteObjet LINHA-TUBULAÇÃO"
507;20099393;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-EQUIPAMENTOS INTERLIGADOS;OUTROS;"Conteúdo da notaPrio.: DInstalar tampas de hidrantesNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSInstalar tampa de proteção das conexões de saída de água dos hidrantesabaixo citados que não protegidas:- Hidrante H-5420-006, conforme localização está indicada na foto 18 doanexo fotográfico de inspeção nº 60094462;- Hidrante próximo ao TQ-636107, conforme localização está indicada nafoto 17 do anexo f fotográfico de inspeção nº 60094462;- Hidrante H-5420-007, conforme localização está indicada na foto 19 doanexo fotográfico de inspeção nº 60094462;- Hidrante localizado próximo ao TQ-636108, conforme localização estáindicada nas fotos 20 e 21 do anexo fotográfico de inspeção nº 60094462;- Hidrante localizado próximo ao TQ-631210, conforme localização estáindicada nas fotos 103 e 104 do anexo fotográfico de inspeção nº60094462;ParteObjet LINHA-EQUIPAMENTOS INTERLIGADOS"
508;20099395;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-EQUIPAMENTOS INTERLIGADOS;OUTROS;"Conteúdo da notaPrio.: DIdenrificação de hidrantesNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSPintar tag nos hidrantes que não possuem identificação em campo,conforme detalhamento abaixo:- Hidrante localizado próximo ao sistema LGE-2, conforme mostra foto 12do anexo fotográfico de inspeção nº 60094462;- Hidrante próximo ao TQ-636107, conforme mostra foto 17 do anexofotográfico de inspeção nº 60094462;- Hidrante localizado próximo ao TQ-631210, conforme mostram fotos 103 e104 do anexo fotográfico de inspeção nº 60094462;- Hidrante localizado próximo ao TQ-631210, conforme visto na foto 109do anexo fotográfico de inspeção nº 60094462;- Hidrante próximo ao pátio de bombas PB-04, conforme visto na foto 112do anexo fotográfico de inspeção nº 60094462;- Hidrante próximo da plataforma de carregamento, conforme visto na foto123 do anexo fotográfico de inspeção nº 60094462;- Hidrante próximo da subestação B, conforme visto na foto 127 do anexofotográfico de inspeção nº 60094462;- Hidrante próximo da plataforma de carregamento, conforme visto na foto136 do anexo fotográfico de inspeção nº 60094462;- Hidrante próximo da plataforma de carregamento, conforme visto na foto141 do anexo fotográfico de inspeção nº 60094462;- Corrigir tag que está com o número ""6"" invertido no hidranteHE-5420-008, conforme visto nas fotos 04 e 06 do anexo fotográfico deinspeção nº 60094462.A identificação deverá ser pintada em local de fácil visualização e ostags serão definidos de acordo com o desenho DE-4450.10-5420-944-PET-001ou normas, na ausência de identificação de algum hidrante no desenhocitado.ParteObjet LINHA-EQUIPAMENTOS INTERLIGADOS"
509;20099452;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;Conteúdo da notaPrio.: DCorrosão tubulaçãoNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOExecutar tratamento de superfície e pintura nos flanges do filtroFT-5420016, os quais encontram-se com início de processo corrosivo,conforme mostram as fotos 09 e 11 do anexo fotográfico do relatório deinspeção nº 60094462.Realizar serviço conforme Norma Petrobras N-0442.ParteObjet LINHA-TUBULAÇÃO
510;20099453;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-OUTROS COMPONENTES;OUTROS;Conteúdo da notaPrio.: DIdentificação de filtroNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRealizar a identificação do filtro que encontra-se junto da XV-5420-055,o qual não possui tag, conforme pode ser visto na foto 57 do anexofotográfico do relatório de inspeção nº 60094462.O tag deverá ser pintado no corpo do equipamento ou instalado plaquetade identificação, de acordo com o tag que está cadastrado no SAPParteObjet LINHA-OUTROS COMPONENTES
511;20099455;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-OUTROS COMPONENTES;OUTROS;Conteúdo da notaPrio.: DIdentificação de filtroNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRealizar a identificação do filtro que encontra-se junto da XV-5420-009,o qual não possui tag, conforme pode ser visto na foto 58 do anexofotográfico do relatório de inspeção nº 60094462.O tag deverá ser pintado no corpo do equipamento ou instalado plaquetade identificação, de acordo com o tag que está cadastrado no SAP.ParteObjet LINHA-OUTROS COMPONENTES
512;20099461;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-DRENO;PROCESSO CORROSIVO;Conteúdo da notaPrio.: DCorrosão drenoNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOExecutar tratamento de superfície e pintura na válvula do drenolocalizado na linha que vai para o anel de resfriamento da esfera 02, oqual apresenta processo corrosivo pontual, conforme mostram as fotos 61e 62 do anexo fotográfico do relatório de inspeção nº 60094462.Após o tratamento da corrosão, instalar cap com corrente no dreno.Realizar serviço conforme Norma Petrobras N-0442.ParteObjet LINHA-DRENO
513;20099462;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-DRENO;OUTROS;Conteúdo da notaPrio.: DAdequação de drenoNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSInstalar cap e corrente no dreno localizado na linha que vai para o anelde resfriamento da esfera 01, conforme mostram as fotos 63 e 64 do anexofotográfico do relatório de inspeção nº 60094462.ParteObjet LINHA-DRENO
514;20099464;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-VENT;OUTROS;"Conteúdo da notaPrio.: DAdequação de ventNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSInstalar cap nos vents das linhas 10""-AF-660012-Wa e 18""-AF-660001-Wa,os quais encontram-se desprotegidos, conforme ilustram as fotos 155,156, 157 e 158 do anexo fotográfico do relatório de inspeção nº60094462.ParteObjet LINHA-VENT"
515;20099466;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-VÁLVULAS;OUTROS;Conteúdo da notaPrio.: DIdentificação de válvulaNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRealizar a identificação da válvula XV-5420056, a qual encontra-se comtag quase ilegível, conforme mostram as fotos 9 e 10 do anexofotográfico do relatório de inspeção nº 60094462.O tag deverá ser pintado no corpo do equipamento ou instalado plaquetade identificação, de acordo com o tag que está cadastrado no SAP.ParteObjet LINHA-VÁLVULAS
516;20099467;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-VÁLVULAS;OUTROS;Conteúdo da notaPrio.: DIdentificação de válvulaNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRealizar a identificação das duas válvulas localizadas próximas àVGA-670, as quais não possuem tag, conforme localização indicada nasfotos 29 e 30 do anexo fotográfico do relatório de inspeção nº 60094462.O tag deverá ser pintado no corpo do equipamento ou instalado plaquetade identificação, de acordo com o tag que está cadastrado no SAP.ParteObjet LINHA-VÁLVULAS
517;20099470;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-VÁLVULAS;OUTROS;Conteúdo da notaPrio.: DIdentificação de válvulaNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRealizar a identificação da válvula localizada na linha de injeção deágua da esfera 04, a qual não possui tag, conforme localização mostradana foto 50 do anexo fotográfico do relatório de inspeção nº 60094462.O tag deverá ser pintado no corpo do equipamento ou instalado plaquetade identificação, de acordo com o tag que está cadastrado no SAP.ParteObjet LINHA-VÁLVULAS
518;20099471;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-VÁLVULAS;OUTROS;Conteúdo da notaPrio.: DIdentificação de válvulaNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRealizar a identificação da válvula VRE-758, localizada na linha deinjeção de água da esfera 03, a qual encontra-se com tag apagado,conforme pode ser visto na foto 52 do anexo fotográfico do relatório deinspeção nº 60094462.O tag deverá ser pintado no corpo do equipamento ou instalado plaquetade identificação, de acordo com o tag que está cadastrado no SAP.ParteObjet LINHA-VÁLVULAS
519;20099546;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-VÁLVULAS;OUTROS;"Conteúdo da notaPrio.: DCorrosão válvulaNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSExecutar tratamento de superfície e pintura na válvula localizada nalinha de 6"" instalada dentro do pátio das esferas, a qual apresentaprocesso corrosivo no corpo, flanges e estojos, conforme localizaçãoestá indicada nas fotos 68 e 69 do anexo fotográfico do relatório deinspeção nº 60094462.Após a pintura da válvula, o tag deverá ser pintado no corpo doequipamento ou instalado plaqueta de identificação, de acordo com o tagque está cadastrado no SAP.Realizar serviço conforme Norma Petrobras N-0442.ParteObjet LINHA-VÁLVULAS"
520;20099548;;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-VÁLVULAS;OUTROS;Conteúdo da notaPrio.: DIdentifiação de válvulasNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRealizar a identificação da válvula instaladas dentro e por trás dopátio de bombas, conforme mostrado nas fotos 163 e 164 do anexofotográfico do relatório de inspeção nº 60094462.O tag deverá ser pintado no corpo do equipamento ou instalado plaquetade identificação, de acordo com o tag que está cadastrado no SAP.ParteObjet LINHA-VÁLVULAS
521;20099552;52656784;10279254;LINTER SCI;NES.TA.SUAPE   .SCI    .LINSCI;46362;LINHA-SUPORTE;OUTROS;Conteúdo da notaPrio.: DAdequação de suporteNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSSubstituir ou adequar suporte instalado de maneira inadequada, situadono cruzamento das ruas 4 e 5, conforme mostram as fotos 148 e 149 doanexo fotográfico.Se houver necessidade, realizar tratamento de superfície e pintura naregião da tubulação que está em contato com o suporte, realizandoserviço conforme Norma Petrobras N-0442.ParteObjet LINHA-SUPORTE
